timestamp,num_satellites,latitude,longitude,altitude,latitude_sigma,longitude_sigma,altitude_sigma,northing,easting,down,utm_zone
1418235108800461,6,51.760636,-1.261250,69.184705,3.429631,2.244320,6.387146,5735846.329340,619997.465594,-69.184705,30U
1418235109000462,6,51.760636,-1.261250,69.190291,3.429557,2.244370,6.387095,5735846.326069,619997.466254,-69.190291,30U
1418235109200462,6,51.760636,-1.261250,69.169210,3.429458,2.244426,6.387026,5735846.329754,619997.463517,-69.169210,30U
1418235109400463,6,51.760636,-1.261250,69.164032,3.429274,2.244522,6.386964,5735846.335692,619997.457578,-69.164032,30U
1418235109600463,6,51.760636,-1.261250,69.175481,3.429167,2.244570,6.386880,5735846.331619,619997.461162,-69.175481,30U
1418235109800463,6,51.760636,-1.261250,69.170379,3.429030,2.244614,6.386762,5735846.329559,619997.459906,-69.170379,30U
1418235110000464,6,51.760636,-1.261250,69.159036,3.428920,2.244659,6.386681,5735846.333047,619997.461666,-69.159036,30U
1418235110200464,6,51.760636,-1.261250,69.164630,3.428823,2.244727,6.386621,5735846.321894,619997.461925,-69.164630,30U
1418235110400465,6,51.760636,-1.261250,69.146695,3.428748,2.244771,6.386551,5735846.308745,619997.462186,-69.146695,30U
1418235110600465,6,51.760636,-1.261250,69.170875,3.428680,2.244845,6.386521,5735846.297162,619997.468862,-69.170875,30U
1418235110800466,6,51.760636,-1.261250,69.188391,3.428591,2.244894,6.386449,5735846.294194,619997.470997,-69.188391,30U
1418235111000466,6,51.760636,-1.261250,69.184538,3.428472,2.244946,6.386352,5735846.295997,619997.472190,-69.184538,30U
1418235111200466,6,51.760636,-1.261250,69.171249,3.428373,2.245002,6.386282,5735846.304140,619997.465300,-69.171249,30U
1418235111400467,6,51.760636,-1.261250,69.154132,3.428321,2.245082,6.386271,5735846.296883,619997.463470,-69.154132,30U
1418235111600467,6,51.760636,-1.261250,69.143283,3.428146,2.245117,6.386137,5735846.305754,619997.461621,-69.143283,30U
1418235111800468,6,51.760636,-1.261250,69.155544,3.428026,2.245176,6.386057,5735846.304456,619997.461046,-69.155544,30U
1418235112000468,6,51.760636,-1.261250,69.143901,3.427892,2.245245,6.385981,5735846.302130,619997.464828,-69.143901,30U
1418235112200468,6,51.760636,-1.261250,69.122378,3.427794,2.245301,6.385912,5735846.296523,619997.461856,-69.122378,30U
1418235112400469,6,51.760636,-1.261250,69.114605,3.427732,2.245368,6.385858,5735846.288304,619997.460516,-69.114605,30U
1418235112600469,6,51.760636,-1.261250,69.088788,3.427665,2.245409,6.385799,5735846.289806,619997.462311,-69.088788,30U
1418235112800470,6,51.760636,-1.261250,69.081495,3.427574,2.245460,6.385735,5735846.292275,619997.458798,-69.081495,30U
1418235113000470,6,51.760636,-1.261250,69.093464,3.427473,2.245515,6.385642,5735846.288153,619997.464821,-69.093464,30U
1418235113200470,6,51.760636,-1.261250,69.090841,3.427371,2.245571,6.385564,5735846.287030,619997.467981,-69.090841,30U
1418235113400471,6,51.760636,-1.261250,69.079685,3.427245,2.245614,6.385483,5735846.277576,619997.460584,-69.079685,30U
1418235113600471,6,51.760636,-1.261250,69.080448,3.427080,2.245681,6.385382,5735846.278312,619997.460276,-69.080448,30U
1418235113800472,6,51.760636,-1.261250,69.084782,3.426980,2.245732,6.385301,5735846.277017,619997.462227,-69.084782,30U
1418235114000472,6,51.760636,-1.261250,69.096088,3.426950,2.245800,6.385303,5735846.282428,619997.459673,-69.096088,30U
1418235114200473,6,51.760636,-1.261250,69.112313,3.426852,2.245857,6.385234,5735846.270850,619997.466456,-69.112313,30U
1418235114400473,6,51.760636,-1.261250,69.111212,3.426783,2.245931,6.385194,5735846.260538,619997.468084,-69.111212,30U
1418235114600473,6,51.760636,-1.261250,69.126869,3.426662,2.245995,6.385128,5735846.262603,619997.471627,-69.126869,30U
1418235114800474,6,51.760636,-1.261249,69.118907,3.426532,2.246018,6.384993,5735846.255226,619997.475026,-69.118907,30U
1418235115000474,6,51.760636,-1.261249,69.111968,3.426475,2.246103,6.384990,5735846.244843,619997.481741,-69.111968,30U
1418235115200475,6,51.760636,-1.261249,69.097114,3.426416,2.246163,6.384953,5735846.248551,619997.485024,-69.097114,30U
1418235115400475,6,51.760636,-1.261249,69.103023,3.426236,2.246200,6.384809,5735846.247290,619997.492167,-69.103023,30U
1418235115600475,6,51.760636,-1.261249,69.103610,3.426126,2.246249,6.384717,5735846.250256,619997.491483,-69.103610,30U
1418235115800476,6,51.760636,-1.261249,69.117544,3.426029,2.246307,6.384667,5735846.249375,619997.483308,-69.117544,30U
1418235116000476,6,51.760636,-1.261249,69.120276,3.425949,2.246362,6.384619,5735846.254126,619997.481774,-69.120276,30U
1418235116200477,6,51.760636,-1.261249,69.111493,3.425803,2.246408,6.384490,5735846.266834,619997.479913,-69.111493,30U
1418235116400477,6,51.760636,-1.261249,69.103578,3.425735,2.246474,6.384446,5735846.267545,619997.486472,-69.103578,30U
1418235116600477,6,51.760636,-1.261249,69.110546,3.425585,2.246514,6.384325,5735846.267493,619997.496715,-69.110546,30U
1418235116800478,6,51.760636,-1.261249,69.112208,3.425489,2.246554,6.384231,5735846.269437,619997.501436,-69.112208,30U
1418235117000478,6,51.760636,-1.261249,69.118562,3.425400,2.246615,6.384181,5735846.275936,619997.506052,-69.118562,30U
1418235117200479,6,51.760636,-1.261249,69.110566,3.425326,2.246677,6.384135,5735846.272270,619997.499148,-69.110566,30U
1418235117400479,6,51.760636,-1.261249,69.120126,3.425226,2.246723,6.384040,5735846.264506,619997.497801,-69.120126,30U
1418235117600480,6,51.760636,-1.261249,69.119298,3.425098,2.246767,6.383947,5735846.271595,619997.500651,-69.119298,30U
1418235117800480,6,51.760636,-1.261249,69.123674,3.424979,2.246803,6.383824,5735846.264133,619997.504137,-69.123674,30U
1418235118000480,6,51.760636,-1.261249,69.126679,3.424879,2.246887,6.383803,5735846.256650,619997.499420,-69.126679,30U
1418235118200481,6,51.760636,-1.261249,69.106433,3.424780,2.246944,6.383734,5735846.260756,619997.492932,-69.106433,30U
1418235118400481,6,51.760636,-1.261249,69.096809,3.424700,2.246973,6.383620,5735846.251521,619997.494223,-69.096809,30U
1418235118600482,6,51.760636,-1.261249,69.098418,3.424585,2.247034,6.383534,5735846.251981,619997.492614,-69.098418,30U
1418235118800482,6,51.760636,-1.261249,69.085410,3.424475,2.247070,6.383450,5735846.258710,619997.490486,-69.085410,30U
1418235119000482,6,51.760636,-1.261249,69.086281,3.424401,2.247151,6.383417,5735846.257801,619997.490987,-69.086281,30U
1418235119200483,6,51.760636,-1.261249,69.096218,3.424302,2.247208,6.383348,5735846.270222,619997.488154,-69.096218,30U
1418235119400483,6,51.760636,-1.261249,69.085689,3.424214,2.247279,6.383306,5735846.268147,619997.487215,-69.085689,30U
1418235119600484,6,51.760636,-1.261249,69.083307,3.424081,2.247338,6.383233,5735846.272780,619997.485322,-69.083307,30U
1418235119800484,6,51.760636,-1.261249,69.089851,3.423945,2.247363,6.383093,5735846.280782,619997.491418,-69.089851,30U
1418235120000485,6,51.760636,-1.261249,69.102084,3.423869,2.247443,6.383058,5735846.283064,619997.495134,-69.102084,30U
1418235120200485,6,51.760636,-1.261249,69.101572,3.423771,2.247500,6.382989,5735846.284640,619997.500527,-69.101572,30U
1418235120400485,6,51.760636,-1.261249,69.101055,3.423678,2.247543,6.382900,5735846.285314,619997.498736,-69.101055,30U
1418235120600486,6,51.760636,-1.261249,69.103138,3.423578,2.247600,6.382843,5735846.279242,619997.505755,-69.103138,30U
1418235120800486,6,51.760636,-1.261249,69.108082,3.423433,2.247652,6.382743,5735846.282198,619997.504456,-69.108082,30U
1418235121000487,6,51.760636,-1.261249,69.094613,3.423357,2.247721,6.382689,5735846.289084,619997.498246,-69.094613,30U
1418235121200487,6,51.760636,-1.261249,69.092416,3.423300,2.247792,6.382666,5735846.278604,619997.505816,-69.092416,30U
1418235121400487,6,51.760636,-1.261249,69.101972,3.423160,2.247821,6.382541,5735846.271894,619997.513811,-69.101972,30U
1418235121600488,6,51.760636,-1.261249,69.087739,3.423087,2.247908,6.382521,5735846.273314,619997.517417,-69.087739,30U
1418235121800488,6,51.760636,-1.261249,69.086593,3.422955,2.247965,6.382431,5735846.264890,619997.520742,-69.086593,30U
1418235122000489,6,51.760636,-1.261249,69.094571,3.422893,2.248015,6.382365,5735846.273655,619997.514593,-69.094571,30U
1418235122200489,6,51.760636,-1.261249,69.109322,3.422795,2.248073,6.382285,5735846.273300,619997.522424,-69.109322,30U
1418235122400489,6,51.760636,-1.261249,69.121500,3.422661,2.248115,6.382186,5735846.270524,619997.525848,-69.121500,30U
1418235122600490,6,51.760636,-1.261249,69.113565,3.422559,2.248188,6.382136,5735846.284092,619997.524143,-69.113565,30U
1418235122800490,6,51.760636,-1.261249,69.117029,3.422467,2.248236,6.382072,5735846.281315,619997.525927,-69.117029,30U
1418235123000491,6,51.760636,-1.261249,69.133070,3.422354,2.248288,6.381975,5735846.286958,619997.537067,-69.133070,30U
1418235123200491,6,51.760636,-1.261249,69.118051,3.422237,2.248336,6.381888,5735846.300436,619997.536830,-69.118051,30U
1418235123400492,6,51.760636,-1.261249,69.113810,3.422200,2.248415,6.381876,5735846.286395,619997.538898,-69.113810,30U
1418235123600492,6,51.760636,-1.261249,69.121229,3.422040,2.248458,6.381751,5735846.283636,619997.538471,-69.121229,30U
1418235123800492,6,51.760636,-1.261248,69.116216,3.421969,2.248500,6.381675,5735846.290275,619997.549022,-69.116216,30U
1418235124000493,6,51.760636,-1.261248,69.117824,3.421908,2.248573,6.381646,5735846.300885,619997.549557,-69.117824,30U
1418235124200493,6,51.760636,-1.261248,69.098361,3.421810,2.248630,6.381577,5735846.304008,619997.552541,-69.098361,30U
1418235124400494,6,51.760636,-1.261248,69.104601,3.421672,2.248704,6.381502,5735846.308600,619997.557145,-69.104601,30U
1418235124600494,6,51.760636,-1.261248,69.115215,3.421566,2.248732,6.381400,5735846.305473,619997.559683,-69.115215,30U
1418235124800494,6,51.760636,-1.261248,69.109223,3.421458,2.248797,6.381332,5735846.310678,619997.561184,-69.109223,30U
1418235125000495,6,51.760636,-1.261248,69.115588,3.421332,2.248841,6.381222,5735846.312392,619997.560961,-69.115588,30U
1418235125200495,6,51.760636,-1.261248,69.108319,3.421268,2.248910,6.381194,5735846.313518,619997.567088,-69.108319,30U
1418235125400496,6,51.760636,-1.261248,69.112869,3.421164,2.248966,6.381122,5735846.308238,619997.568015,-69.112869,30U
1418235125600496,6,51.760636,-1.261248,69.127786,3.421071,2.249018,6.381049,5735846.295527,619997.574301,-69.127786,30U
1418235125800496,6,51.760636,-1.261248,69.122229,3.420988,2.249093,6.381009,5735846.302232,619997.575055,-69.122229,30U
1418235126000497,6,51.760636,-1.261248,69.112000,3.420889,2.249141,6.380928,5735846.295413,619997.574807,-69.112000,30U
1418235126200497,6,51.760636,-1.261248,69.123326,3.420791,2.249198,6.380859,5735846.294323,619997.575137,-69.123326,30U
1418235126400498,6,51.760636,-1.261248,69.142305,3.420692,2.249274,6.380820,5735846.292586,619997.578933,-69.142305,30U
1418235126600498,6,51.760636,-1.261248,69.143950,3.420589,2.249332,6.380748,5735846.282782,619997.588356,-69.143950,30U
1418235126800499,6,51.760636,-1.261248,69.143568,3.420483,2.249412,6.380696,5735846.283062,619997.587196,-69.143568,30U
1418235127000499,6,51.760636,-1.261248,69.156319,3.420384,2.249446,6.380607,5735846.279247,619997.585913,-69.156319,30U
1418235127200499,6,51.760636,-1.261248,69.158244,3.420309,2.249505,6.380552,5735846.273460,619997.589100,-69.158244,30U
1418235127400500,6,51.760636,-1.261248,69.157410,3.420198,2.249587,6.380510,5735846.268411,619997.589219,-69.157410,30U
1418235127600500,6,51.760636,-1.261248,69.138649,3.420139,2.249632,6.380457,5735846.260517,619997.588890,-69.138649,30U
1418235127800501,6,51.760636,-1.261248,69.134572,3.420020,2.249686,6.380368,5735846.259988,619997.586501,-69.134572,30U
1418235128000501,6,51.760636,-1.261248,69.137245,3.419948,2.249752,6.380317,5735846.265158,619997.587408,-69.137245,30U
1418235128200501,6,51.760636,-1.261248,69.148654,3.419851,2.249818,6.380256,5735846.260130,619997.587173,-69.148654,30U
1418235128400502,6,51.760636,-1.261248,69.142100,3.419707,2.249871,6.380152,5735846.261299,619997.582465,-69.142100,30U
1418235128600502,6,51.760636,-1.261248,69.127582,3.419609,2.249924,6.380066,5735846.255509,619997.588014,-69.127582,30U
1418235128800503,6,51.760636,-1.261248,69.135129,3.419498,2.249980,6.380009,5735846.254972,619997.594977,-69.135129,30U
1418235129000503,6,51.760636,-1.261248,69.108989,3.419415,2.250045,6.379959,5735846.251825,619997.595496,-69.108989,30U
1418235129200504,6,51.760636,-1.261248,69.095182,3.419317,2.250103,6.379890,5735846.257312,619997.588430,-69.095182,30U
1418235129400504,6,51.760636,-1.261248,69.103533,3.419241,2.250163,6.379832,5735846.253215,619997.589627,-69.103533,30U
1418235129600504,6,51.760636,-1.261248,69.102254,3.419155,2.250228,6.379785,5735846.251756,619997.589913,-69.102254,30U
1418235129800505,6,51.760636,-1.261248,69.089139,3.419004,2.250269,6.379655,5735846.248919,619997.595958,-69.089139,30U
1418235130000505,6,51.760635,-1.261248,69.098434,3.418942,2.250348,6.379636,5735846.235385,619997.596761,-69.098434,30U
1418235130200506,6,51.760635,-1.261248,69.100026,3.418867,2.250412,6.379591,5735846.234337,619997.596147,-69.100026,30U
1418235130400506,6,51.760635,-1.261248,69.104230,3.418727,2.250442,6.379471,5735846.241155,619997.601744,-69.104230,30U
1418235130600506,6,51.760635,-1.261248,69.101173,3.418653,2.250495,6.379409,5735846.238324,619997.607327,-69.101173,30U
1418235130800507,6,51.760636,-1.261248,69.110895,3.418542,2.250552,6.379333,5735846.247530,619997.604928,-69.110895,30U
1418235131000507,6,51.760636,-1.261248,69.108315,3.418454,2.250636,6.379298,5735846.244873,619997.602630,-69.108315,30U
1418235131200508,6,51.760635,-1.261248,69.112391,3.418356,2.250694,6.379229,5735846.243573,619997.607167,-69.112391,30U
1418235131400508,6,51.760635,-1.261248,69.123709,3.418249,2.250749,6.379132,5735846.240526,619997.611487,-69.123709,30U
1418235131600508,6,51.760636,-1.261248,69.131200,3.418142,2.250813,6.379062,5735846.248242,619997.608789,-69.131200,30U
1418235131800509,6,51.760636,-1.261248,69.115742,3.418055,2.250859,6.378984,5735846.246380,619997.610918,-69.115742,30U
1418235132000509,6,51.760636,-1.261248,69.098304,3.417939,2.250921,6.378928,5735846.248291,619997.607345,-69.098304,30U
1418235132200510,6,51.760635,-1.261248,69.114881,3.417840,2.250979,6.378856,5735846.241417,619997.606445,-69.114881,30U
1418235132400453,6,51.760635,-1.261248,69.128152,3.417752,2.251051,6.378809,5735846.237091,619997.612204,-69.128152,30U
1418235132600453,6,51.760635,-1.261248,69.143731,3.417671,2.251106,6.378739,5735846.231365,619997.610776,-69.143731,30U
1418235132800453,6,51.760635,-1.261248,69.128583,3.417529,2.251126,6.378604,5735846.234946,619997.609692,-69.128583,30U
1418235133000454,6,51.760635,-1.261248,69.150518,3.417429,2.251183,6.378538,5735846.235786,619997.612055,-69.150518,30U
1418235133200454,6,51.760635,-1.261248,69.150318,3.417331,2.251241,6.378471,5735846.242345,619997.608890,-69.150318,30U
1418235133400433,6,51.760635,-1.261248,69.163209,3.417254,2.251328,6.378443,5735846.235932,619997.611446,-69.163209,30U
1418235133600433,6,51.760635,-1.261248,69.155387,3.417181,2.251386,6.378385,5735846.239211,619997.608216,-69.155387,30U
1418235133800433,6,51.760635,-1.261247,69.155483,3.417094,2.251451,6.378335,5735846.223409,619997.616582,-69.155483,30U
1418235134000434,6,51.760635,-1.261247,69.161238,3.416976,2.251518,6.378267,5735846.218704,619997.619801,-69.161238,30U
1418235134200434,6,51.760635,-1.261247,69.156861,3.416878,2.251576,6.378199,5735846.222237,619997.616841,-69.156861,30U
1418235134400434,6,51.760635,-1.261247,69.164779,3.416811,2.251641,6.378176,5735846.218804,619997.620569,-69.164779,30U
1418235134600435,6,51.760635,-1.261247,69.180746,3.416680,2.251681,6.378064,5735846.210739,619997.623607,-69.180746,30U
1418235134800435,6,51.760635,-1.261247,69.170618,3.416605,2.251739,6.378014,5735846.210916,619997.622589,-69.170618,30U
1418235135000435,6,51.760635,-1.261247,69.156901,3.416477,2.251800,6.377938,5735846.212209,619997.625502,-69.156901,30U
1418235135200435,6,51.760635,-1.261247,69.168013,3.416374,2.251863,6.377871,5735846.213953,619997.640544,-69.168013,30U
1418235135400436,6,51.760635,-1.261247,69.171981,3.416358,2.251952,6.377874,5735846.210122,619997.641804,-69.171981,30U
1418235135600436,6,51.760635,-1.261247,69.177169,3.416192,2.251984,6.377744,5735846.211249,619997.642157,-69.177169,30U
1418235135800436,6,51.760635,-1.261247,69.172492,3.416177,2.252083,6.377778,5735846.211951,619997.642854,-69.172492,30U
1418235136000437,6,51.760635,-1.261247,69.160096,3.416053,2.252134,6.377684,5735846.205081,619997.640180,-69.160096,30U
1418235136200437,6,51.760635,-1.261247,69.181371,3.415955,2.252192,6.377615,5735846.208770,619997.644332,-69.181371,30U
1418235136400437,6,51.760635,-1.261247,69.187538,3.415856,2.252244,6.377541,5735846.204944,619997.650889,-69.187538,30U
1418235136600438,6,51.760635,-1.261247,69.167054,3.415767,2.252290,6.377463,5735846.206693,619997.650726,-69.167054,30U
1418235136800438,6,51.760635,-1.261247,69.158464,3.415679,2.252354,6.377400,5735846.205406,619997.649793,-69.158464,30U
1418235137000438,6,51.760635,-1.261247,69.150079,3.415554,2.252418,6.377323,5735846.199547,619997.647559,-69.150079,30U
1418235137200439,6,51.760635,-1.261247,69.164628,3.415448,2.252476,6.377253,5735846.198490,619997.647980,-69.164628,30U
1418235137400439,6,51.760635,-1.261247,69.165511,3.415405,2.252537,6.377217,5735846.204254,619997.650218,-69.165511,30U
1418235137600439,6,51.760635,-1.261247,69.149130,3.415304,2.252604,6.377161,5735846.206026,619997.644118,-69.149130,30U
1418235137800439,6,51.760635,-1.261247,69.163064,3.415209,2.252645,6.377090,5735846.204053,619997.643973,-69.163064,30U
1418235138000440,6,51.760635,-1.261247,69.152963,3.415134,2.252736,6.377060,5735846.200033,619997.648040,-69.152963,30U
1418235138200440,6,51.760635,-1.261247,69.138855,3.415036,2.252794,6.376992,5735846.199225,619997.645736,-69.138855,30U
1418235138400440,6,51.760635,-1.261247,69.137233,3.414922,2.252836,6.376903,5735846.201565,619997.651190,-69.137233,30U
1418235138600441,6,51.760635,-1.261247,69.134322,3.414768,2.252888,6.376778,5735846.217343,619997.651101,-69.134322,30U
1418235138800441,6,51.760635,-1.261247,69.117888,3.414724,2.252947,6.376734,5735846.211994,619997.648843,-69.117888,30U
