image_name,gpstimestamp,time_diff,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1418235096438589,1418235096440680,2091,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.861641,5735847.024416,619997.428793,-116.861641,30U,0.000475,0.001251,-0.007519,0.053553,0.000454,4.681809
1418235096501081,1418235096500680,-401,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.862098,5735847.024428,619997.428875,-116.862098,30U,-0.000116,0.001349,-0.007382,0.053546,0.000460,4.681811
1418235096563571,1418235096560680,-2891,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.862552,5735847.024434,619997.428962,-116.862552,30U,0.000431,0.001435,-0.007500,0.053530,0.000470,4.681817
1418235096876028,1418235096880682,4654,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.865120,5735847.024803,619997.429112,-116.865120,30U,0.000173,0.000043,-0.007481,0.053566,0.000458,4.681831
1418235096938519,1418235096940682,2163,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.865577,5735847.024810,619997.429114,-116.865577,30U,0.000189,-0.000081,-0.007727,0.053560,0.000464,4.681835
1418235097001011,1418235097000682,-329,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.866048,5735847.024838,619997.429114,-116.866048,30U,0.000589,0.000069,-0.007933,0.053538,0.000472,4.681834
1418235097063502,1418235097060682,-2820,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.866532,5735847.024875,619997.429112,-116.866532,30U,0.000660,-0.000145,-0.008292,0.053529,0.000471,4.681834
1418235097375959,1418235097380684,4725,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.857341,5735847.024603,619997.427812,-116.857341,30U,0.000124,0.000058,-0.007049,0.053488,0.000541,4.681927
1418235097438450,1418235097440684,2234,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.857773,5735847.024599,619997.427806,-116.857773,30U,-0.000329,-0.000126,-0.007243,0.053471,0.000537,4.681926
1418235097500941,1418235097500684,-257,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.858196,5735847.024568,619997.427795,-116.858196,30U,-0.000591,-0.000334,-0.006849,0.053479,0.000534,4.681928
1418235097563432,1418235097560685,-2747,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.858607,5735847.024551,619997.427766,-116.858607,30U,-0.000236,-0.000585,-0.006923,0.053487,0.000534,4.681935
1418235097875889,1418235097880605,4716,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.860934,5735847.024219,619997.427650,-116.860934,30U,-0.000853,0.000083,-0.007500,0.053495,0.000523,4.681927
1418235097938380,1418235097940605,2225,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.861395,5735847.024181,619997.427660,-116.861395,30U,-0.000502,0.000193,-0.007743,0.053488,0.000524,4.681931
1418235098000872,1418235098000605,-267,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.861857,5735847.024145,619997.427678,-116.861857,30U,-0.000781,0.000354,-0.007604,0.053496,0.000532,4.681932
1418235098063363,1418235098060606,-2757,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.862311,5735847.024106,619997.427707,-116.862311,30U,-0.000550,0.000576,-0.007305,0.053520,0.000535,4.681936
1418235098375819,1418235098380607,4788,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855163,5735847.024881,619997.428195,-116.855163,30U,0.000821,0.000923,-0.005363,0.053507,0.000506,4.681831
1418235098438310,1418235098440607,2297,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855479,5735847.024929,619997.428247,-116.855479,30U,0.000790,0.000904,-0.005143,0.053535,0.000504,4.681827
1418235098500800,1418235098500607,-193,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855772,5735847.024984,619997.428290,-116.855772,30U,0.000793,0.000663,-0.004845,0.053548,0.000493,4.681824
1418235098563293,1418235098560607,-2686,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.856055,5735847.025029,619997.428320,-116.856055,30U,0.000670,0.000396,-0.004631,0.053548,0.000496,4.681825
1418235098875750,1418235098880523,4773,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.857486,5735847.025279,619997.428465,-116.857486,30U,0.001215,0.000199,-0.003831,0.053530,0.000494,4.681817
1418235098938240,1418235098940523,2283,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.857710,5735847.025352,619997.428476,-116.857710,30U,0.001003,0.000014,-0.003750,0.053533,0.000490,4.681819
1418235099000732,1418235099000523,-209,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.857931,5735847.025383,619997.428472,-116.857931,30U,0.000127,-0.000146,-0.003590,0.053542,0.000494,4.681821
1418235099063223,1418235099060524,-2699,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.858143,5735847.025372,619997.428473,-116.858143,30U,-0.000454,-0.000079,-0.003576,0.053543,0.000498,4.681820
1418235099375680,1418235099380525,4845,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854549,5735847.025231,619997.428327,-116.854549,30U,-0.000796,-0.000348,-0.003123,0.053498,0.000520,4.681791
1418235099438171,1418235099440525,2354,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854725,5735847.025167,619997.428286,-116.854725,30U,-0.001339,-0.000853,-0.002794,0.053510,0.000526,4.681793
1418235099500663,1418235099500525,-138,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854908,5735847.025090,619997.428232,-116.854908,30U,-0.001442,-0.001050,-0.003258,0.053503,0.000525,4.681794
1418235099563154,1418235099560525,-2629,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855106,5735847.025000,619997.428162,-116.855106,30U,-0.001640,-0.001476,-0.003263,0.053493,0.000522,4.681794
1418235099875610,1418235099880526,4916,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.856219,5735847.024414,619997.427888,-116.856219,30U,-0.001912,-0.000894,-0.003149,0.053504,0.000527,4.681808
1418235099938102,1418235099940526,2424,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.856414,5735847.024274,619997.427846,-116.856414,30U,-0.002523,-0.000771,-0.003342,0.053501,0.000526,4.681813
1418235100000592,1418235100000526,-66,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.856612,5735847.024114,619997.427813,-116.856612,30U,-0.002604,-0.000565,-0.003007,0.053506,0.000521,4.681816
1418235100063084,1418235100060526,-2558,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.856790,5735847.023953,619997.427771,-116.856790,30U,-0.002698,-0.000858,-0.002784,0.053492,0.000521,4.681818
1418235100375541,1418235100380527,4986,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854408,5735847.026329,619997.428250,-116.854408,30U,-0.002142,-0.001157,-0.002703,0.053527,0.000508,4.681778
1418235100438030,1418235100440528,2498,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854575,5735847.026192,619997.428184,-116.854575,30U,-0.002272,-0.001398,-0.002922,0.053518,0.000511,4.681776
1418235100500523,1418235100500528,5,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854739,5735847.026025,619997.428097,-116.854739,30U,-0.003058,-0.001706,-0.002394,0.053518,0.000512,4.681781
1418235100563014,1418235100560528,-2486,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854863,5735847.025862,619997.427996,-116.854863,30U,-0.002228,-0.001827,-0.001657,0.053508,0.000501,4.681789
1418235100625505,1418235100620528,-4977,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854936,5735847.025755,619997.427889,-116.854936,30U,-0.001437,-0.001716,-0.000669,0.053505,0.000492,4.681787
1418235100937962,1418235100940529,2567,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855280,5735847.024828,619997.427426,-116.855280,30U,-0.004181,-0.001872,-0.000467,0.053511,0.000502,4.681790
1418235101000454,1418235101000529,75,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855297,5735847.024609,619997.427334,-116.855297,30U,-0.002907,-0.001373,-0.000204,0.053491,0.000497,4.681773
1418235101062945,1418235101060529,-2416,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855306,5735847.024468,619997.427275,-116.855306,30U,-0.002007,-0.000801,-0.000202,0.053481,0.000513,4.681763
1418235101125436,1418235101120529,-4907,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855332,5735847.024351,619997.427234,-116.855332,30U,-0.002010,-0.000620,-0.000592,0.053518,0.000525,4.681768
1418235101437892,1418235101440530,2638,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855471,5735847.026749,619997.428594,-116.855471,30U,-0.003586,-0.001234,0.000199,0.053525,0.000495,4.681805
1418235101500384,1418235101500530,146,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855443,5735847.026561,619997.428524,-116.855443,30U,-0.002453,-0.001182,0.000616,0.053523,0.000510,4.681807
1418235101562875,1418235101560531,-2344,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855413,5735847.026432,619997.428453,-116.855413,30U,-0.001701,-0.001511,0.000131,0.053542,0.000509,4.681802
1418235101625366,1418235101620531,-4835,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855419,5735847.026324,619997.428360,-116.855419,30U,-0.001859,-0.001776,-0.000294,0.053574,0.000500,4.681801
1418235101937823,1418235101940532,2709,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855368,5735847.025341,619997.428024,-116.855368,30U,-0.003597,-0.001082,-0.000085,0.053535,0.000491,4.681802
1418235102000314,1418235102000532,218,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855381,5735847.025135,619997.427957,-116.855381,30U,-0.003341,-0.001071,-0.000145,0.053545,0.000479,4.681806
1418235102062805,1418235102060532,-2273,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855365,5735847.024948,619997.427900,-116.855365,30U,-0.003034,-0.001033,0.000470,0.053575,0.000478,4.681808
1418235102125297,1418235102120532,-4765,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855336,5735847.024754,619997.427865,-116.855336,30U,-0.003579,-0.000310,0.000438,0.053590,0.000490,4.681800
1418235102437753,1418235102440533,2780,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855247,5735847.027074,619997.428837,-116.855247,30U,-0.004371,-0.000580,-0.000215,0.053561,0.000490,4.681733
1418235102500245,1418235102500533,288,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855266,5735847.026819,619997.428815,-116.855266,30U,-0.004247,-0.000472,-0.000497,0.053575,0.000497,4.681737
1418235102562736,1418235102560533,-2203,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855310,5735847.026549,619997.428789,-116.855310,30U,-0.004617,-0.000562,-0.000948,0.053585,0.000500,4.681741
1418235102625227,1418235102620534,-4693,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855364,5735847.026255,619997.428750,-116.855364,30U,-0.005177,-0.001082,-0.000940,0.053592,0.000496,4.681739
1418235102937684,1418235102940535,2851,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855755,5735847.024421,619997.428392,-116.855755,30U,-0.005426,-0.001764,-0.001585,0.053560,0.000493,4.681743
1418235103000175,1418235103000535,360,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855856,5735847.024093,619997.428289,-116.855856,30U,-0.005505,-0.001875,-0.001491,0.053565,0.000488,4.681741
1418235103062666,1418235103060535,-2131,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.855941,5735847.023742,619997.428164,-116.855941,30U,-0.006162,-0.002306,-0.001412,0.053577,0.000487,4.681740
1418235103125157,1418235103120535,-4622,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.856028,5735847.023365,619997.428028,-116.856028,30U,-0.006093,-0.002428,-0.001556,0.053582,0.000491,4.681733
1418235103437614,1418235103440536,2922,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854171,5735847.027923,619997.428798,-116.854171,30U,-0.005604,-0.003291,-0.000403,0.053553,0.000544,4.681789
1418235103500104,1418235103500536,432,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854191,5735847.027573,619997.428604,-116.854191,30U,-0.005969,-0.003464,-0.000208,0.053554,0.000549,4.681793
1418235103562596,1418235103560536,-2060,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854206,5735847.027206,619997.428400,-116.854206,30U,-0.005954,-0.003722,-0.000372,0.053551,0.000544,4.681800
1418235103625088,1418235103620536,-4552,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854226,5735847.026844,619997.428189,-116.854226,30U,-0.005870,-0.003820,-0.000337,0.053543,0.000536,4.681804
1418235103937544,1418235103940537,2993,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854222,5735847.024712,619997.427056,-116.854222,30U,-0.006565,-0.003869,0.000382,0.053549,0.000541,4.681796
1418235104000035,1418235104000538,503,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854203,5735847.024311,619997.426842,-116.854203,30U,-0.006566,-0.003771,0.000159,0.053553,0.000534,4.681793
1418235104062527,1418235104060538,-1989,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854188,5735847.023903,619997.426630,-116.854188,30U,-0.006963,-0.003686,0.000548,0.053553,0.000532,4.681795
1418235104125018,1418235104120538,-4480,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854139,5735847.023472,619997.426420,-116.854139,30U,-0.007297,-0.003658,0.000697,0.053553,0.000536,4.681796
1418235104437473,1418235104440539,3066,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854057,5735847.028543,619997.429419,-116.854057,30U,-0.006314,-0.002720,0.000464,0.053561,0.000541,4.681667
1418235104499965,1418235104500539,574,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.854025,5735847.028158,619997.429260,-116.854025,30U,-0.006506,-0.002903,0.000833,0.053571,0.000538,4.681659
1418235104562458,1418235104560539,-1919,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853979,5735847.027769,619997.429069,-116.853979,30U,-0.006378,-0.003641,0.000321,0.053568,0.000522,4.681647
1418235104624949,1418235104620539,-4410,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853966,5735847.027362,619997.428872,-116.853966,30U,-0.007074,-0.003051,0.000260,0.053533,0.000513,4.681644
1418235104937405,1418235104940540,3135,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853589,5735847.025054,619997.427943,-116.853589,30U,-0.007890,-0.004081,0.001091,0.053633,0.000546,4.681662
1418235104999896,1418235105000540,644,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853496,5735847.024563,619997.427721,-116.853496,30U,-0.008147,-0.003543,0.001481,0.053569,0.000550,4.681677
1418235105062387,1418235105060540,-1847,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853414,5735847.024073,619997.427543,-116.853414,30U,-0.008185,-0.002751,0.001362,0.053529,0.000554,4.681676
1418235105124877,1418235105120541,-4336,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853351,5735847.023583,619997.427394,-116.853351,30U,-0.007712,-0.002698,0.001048,0.053557,0.000556,4.681664
1418235105437336,1418235105440542,3206,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853686,5735847.030263,619997.429805,-116.853686,30U,-0.007496,-0.002798,0.000997,0.053535,0.000618,4.681637
1418235105499824,1418235105500542,718,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853635,5735847.029792,619997.429655,-116.853635,30U,-0.008066,-0.002734,0.000788,0.053544,0.000632,4.681654
1418235105562316,1418235105560542,-1774,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853594,5735847.029314,619997.429491,-116.853594,30U,-0.007671,-0.003019,0.000763,0.053511,0.000630,4.681659
1418235105624809,1418235105620542,-4267,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853513,5735847.028866,619997.429304,-116.853513,30U,-0.007254,-0.003462,0.001570,0.053503,0.000626,4.681645
1418235105937266,1418235105940543,3277,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853140,5735847.026333,619997.428174,-116.853140,30U,-0.008511,-0.004075,0.001185,0.053531,0.000621,4.681641
1418235105999757,1418235106000543,786,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853071,5735847.025801,619997.427942,-116.853071,30U,-0.008965,-0.004064,0.001037,0.053521,0.000616,4.681639
1418235106062248,1418235106060543,-1705,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.853000,5735847.025272,619997.427713,-116.853000,30U,-0.008538,-0.004061,0.001265,0.053530,0.000614,4.681643
1418235106124740,1418235106120543,-4197,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852922,5735847.024763,619997.427491,-116.852922,30U,-0.008325,-0.003809,0.001423,0.053521,0.000614,4.681650
1418235106437196,1418235106440457,3261,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852946,5735847.031686,619997.430283,-116.852946,30U,-0.008350,-0.003940,0.001951,0.053521,0.000635,4.681666
1418235106499688,1418235106500457,769,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852813,5735847.031184,619997.430057,-116.852813,30U,-0.008261,-0.003966,0.002268,0.053509,0.000641,4.681662
1418235106562179,1418235106560457,-1722,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852681,5735847.030668,619997.429830,-116.852681,30U,-0.008736,-0.004053,0.002001,0.053485,0.000636,4.681662
1418235106624670,1418235106620457,-4213,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852568,5735847.030136,619997.429595,-116.852568,30U,-0.008760,-0.004238,0.001955,0.053495,0.000635,4.681669
1418235106937126,1418235106940458,3332,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852082,5735847.027149,619997.428320,-116.852082,30U,-0.010329,-0.004639,0.000808,0.053516,0.000645,4.681663
1418235106999617,1418235107000458,841,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852045,5735847.026516,619997.428050,-116.852045,30U,-0.010509,-0.004991,0.000558,0.053512,0.000636,4.681660
1418235107062109,1418235107060458,-1651,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852004,5735847.025885,619997.427758,-116.852004,30U,-0.010414,-0.005156,0.000764,0.053514,0.000636,4.681659
1418235107124600,1418235107120458,-4142,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851944,5735847.025256,619997.427468,-116.851944,30U,-0.010175,-0.005159,0.001028,0.053507,0.000647,4.681654
1418235107437057,1418235107440459,3402,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852504,5735847.032980,619997.430651,-116.852504,30U,-0.008057,-0.005514,0.001019,0.053575,0.000612,4.681602
1418235107499548,1418235107500459,911,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852423,5735847.032479,619997.430337,-116.852423,30U,-0.008224,-0.005413,0.001506,0.053569,0.000611,4.681604
1418235107562039,1418235107560459,-1580,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852341,5735847.031956,619997.430021,-116.852341,30U,-0.008878,-0.005556,0.001241,0.053573,0.000607,4.681607
1418235107624531,1418235107620459,-4072,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852262,5735847.031413,619997.429692,-116.852262,30U,-0.008897,-0.005909,0.001333,0.053569,0.000605,4.681608
1418235107936987,1418235107940460,3473,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851771,5735847.028642,619997.427783,-116.851771,30U,-0.008093,-0.006528,0.001777,0.053576,0.000618,4.681603
1418235107999478,1418235108000460,982,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851657,5735847.028139,619997.427394,-116.851657,30U,-0.008272,-0.006748,0.001930,0.053583,0.000618,4.681595
1418235108061969,1418235108060460,-1509,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851546,5735847.027637,619997.426997,-116.851546,30U,-0.008368,-0.006790,0.001888,0.053584,0.000617,4.681594
1418235108124461,1418235108120460,-4001,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851426,5735847.027118,619997.426583,-116.851426,30U,-0.008505,-0.007365,0.002047,0.053577,0.000618,4.681598
1418235108436917,1418235108440461,3544,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852021,5735847.033178,619997.430693,-116.852021,30U,-0.007409,-0.007719,0.001583,0.053557,0.000664,4.681623
1418235108499409,1418235108500461,1052,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851905,5735847.032716,619997.430229,-116.851905,30U,-0.007793,-0.008211,0.002036,0.053558,0.000658,4.681627
1418235108561900,1418235108560461,-1439,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851794,5735847.032239,619997.429738,-116.851794,30U,-0.007857,-0.008620,0.001668,0.053552,0.000661,4.681630
1418235108624391,1418235108620461,-3930,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851701,5735847.031753,619997.429227,-116.851701,30U,-0.008094,-0.008838,0.001364,0.053546,0.000661,4.681630
1418235108936847,1418235108940462,3615,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851353,5735847.029310,619997.426353,-116.851353,30U,-0.006964,-0.009472,0.001606,0.053565,0.000653,4.681626
1418235108999340,1418235109000462,1122,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851246,5735847.028875,619997.425792,-116.851246,30U,-0.007083,-0.009510,0.001902,0.053567,0.000656,4.681630
1418235109061829,1418235109060462,-1367,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851144,5735847.028442,619997.425229,-116.851144,30U,-0.006952,-0.009489,0.001744,0.053562,0.000659,4.681628
1418235109124322,1418235109120462,-3860,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851029,5735847.028003,619997.424659,-116.851029,30U,-0.007114,-0.009960,0.001995,0.053557,0.000661,4.681623
1418235109436778,1418235109440463,3685,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852527,5735847.032949,619997.431034,-116.852527,30U,-0.005836,-0.007821,0.001352,0.053600,0.000643,4.681644
1418235109499270,1418235109500463,1193,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852445,5735847.032586,619997.430577,-116.852445,30U,-0.005982,-0.007747,0.001407,0.053597,0.000642,4.681641
1418235109561761,1418235109560463,-1298,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852356,5735847.032221,619997.430122,-116.852356,30U,-0.005661,-0.007767,0.001352,0.053596,0.000642,4.681640
1418235109624252,1418235109620463,-3789,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852263,5735847.031860,619997.429675,-116.852263,30U,-0.005962,-0.007394,0.001612,0.053596,0.000642,4.681640
1418235109936708,1418235109940464,3756,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851683,5735847.029896,619997.427239,-116.851683,30U,-0.005445,-0.007904,0.001822,0.053607,0.000650,4.681642
1418235109999200,1418235110000464,1264,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851569,5735847.029566,619997.426758,-116.851569,30U,-0.005288,-0.008364,0.001919,0.053601,0.000651,4.681640
1418235110061692,1418235110060464,-1228,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851458,5735847.029241,619997.426268,-116.851458,30U,-0.005148,-0.008140,0.001769,0.053604,0.000653,4.681645
1418235110124182,1418235110120464,-3718,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.851345,5735847.028927,619997.425782,-116.851345,30U,-0.004897,-0.008363,0.002014,0.053611,0.000648,4.681647
1418235110436639,1418235110440465,3826,INS_ALIGNMENT_COMPLETE,51.760643,-1.261250,116.852097,5735847.032808,619997.430976,-116.852097,30U,-0.004299,-0.008246,0.001826,0.053597,0.000698,4.681791
