image_name,gpstimestamp,time_diff,ins_status,latitude,longitude,altitude,northing,easting,down,utm_zone,velocity_north,velocity_east,velocity_down,roll,pitch,yaw
1417534261656608,1417534261654177,-2431,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009678,5735838.284420,619996.825595,-111.009678,30U,-0.000796,-0.004886,0.002138,0.045920,0.003015,4.932869
1417534261719099,1417534261714177,-4922,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009560,5735838.284350,619996.825299,-111.009560,30U,-0.001308,-0.005139,0.001627,0.045940,0.003005,4.932868
1417534262031547,1417534262034179,2632,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009004,5735838.283869,619996.823806,-111.009004,30U,-0.001155,-0.005406,0.002077,0.045965,0.003000,4.932863
1417534262094036,1417534262094179,143,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008890,5735838.283779,619996.823471,-111.008890,30U,-0.001572,-0.005711,0.001728,0.045981,0.002989,4.932866
1417534262156526,1417534262154180,-2346,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008806,5735838.283677,619996.823132,-111.008806,30U,-0.001623,-0.005538,0.001425,0.045969,0.002980,4.932867
1417534262219030,1417534262214180,-4850,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008717,5735838.283562,619996.822828,-111.008717,30U,-0.001914,-0.004884,0.001626,0.045949,0.002985,4.932869
1417534262531478,1417534262534182,2704,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011299,5735838.284627,619996.829639,-111.011299,30U,-0.001275,-0.003336,0.002373,0.045954,0.002954,4.929642
1417534262593967,1417534262594183,216,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011151,5735838.284526,619996.829451,-111.011151,30U,-0.001696,-0.002936,0.002649,0.045949,0.002960,4.929643
1417534262656457,1417534262654183,-2274,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011000,5735838.284428,619996.829270,-111.011000,30U,-0.001268,-0.003137,0.002337,0.045953,0.002966,4.929645
1417534262718948,1417534262714184,-4764,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010864,5735838.284358,619996.829064,-111.010864,30U,-0.001079,-0.003521,0.002139,0.045944,0.002964,4.929642
1417534263031408,1417534263034186,2778,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010036,5735838.283985,619996.828201,-111.010036,30U,-0.000956,-0.002018,0.002635,0.045964,0.002956,4.929636
1417534263093899,1417534263094186,287,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009879,5735838.283930,619996.828072,-111.009879,30U,-0.000698,-0.002205,0.002891,0.045956,0.002951,4.929634
1417534263156389,1417534263154187,-2202,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009697,5735838.283883,619996.827936,-111.009697,30U,-0.000918,-0.002162,0.003234,0.045954,0.002952,4.929632
1417534263218892,1417534263214187,-4705,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009511,5735838.283818,619996.827819,-111.009511,30U,-0.001090,-0.001874,0.003186,0.045946,0.002957,4.929633
1417534263531339,1417534263534189,2850,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011307,5735838.285412,619996.827313,-111.011307,30U,0.000840,-0.001367,0.004134,0.045906,0.002965,4.934910
1417534263593829,1417534263594190,361,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011055,5735838.285461,619996.827224,-111.011055,30U,0.000869,-0.001586,0.004308,0.045913,0.002981,4.934915
1417534263656319,1417534263654190,-2129,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010799,5735838.285490,619996.827123,-111.010799,30U,0.000575,-0.001774,0.004274,0.045917,0.002987,4.934920
1417534264031269,1417534264034192,2923,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009075,5735838.285542,619996.826187,-111.009075,30U,0.000568,-0.003130,0.004534,0.045917,0.002982,4.934920
1417534264093759,1417534264094193,434,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008789,5735838.285561,619996.825986,-111.008789,30U,0.000122,-0.003321,0.004836,0.045924,0.002978,4.934916
1417534264218749,1417534264214194,-4555,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008196,5735838.285523,619996.825582,-111.008196,30U,-0.000410,-0.003038,0.004774,0.045918,0.002975,4.934914
1417534264531201,1417534264534196,2995,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011119,5735838.285110,619996.828012,-111.011119,30U,-0.000300,-0.002554,0.004150,0.045935,0.002988,4.933386
1417534264593691,1417534264594148,457,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010867,5735838.285064,619996.827859,-111.010867,30U,-0.001137,-0.002746,0.004178,0.045934,0.002995,4.933391
1417534264718681,1417534264714148,-4533,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010425,5735838.284917,619996.827512,-111.010425,30U,-0.001218,-0.003488,0.003376,0.045912,0.002995,4.933386
1417534265031131,1417534265034150,3019,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009264,5735838.284548,619996.826335,-111.009264,30U,-0.000965,-0.004340,0.003855,0.045937,0.002993,4.933393
1417534265156121,1417534265154151,-1970,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008777,5735838.284401,619996.825806,-111.008777,30U,-0.001415,-0.004818,0.004030,0.045928,0.002993,4.933389
1417534265218611,1417534265214152,-4459,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008548,5735838.284306,619996.825517,-111.008548,30U,-0.001324,-0.004782,0.003785,0.045920,0.002994,4.933391
1417534265593562,1417534265594154,592,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011484,5735838.285182,619996.828875,-111.011484,30U,-0.000868,-0.003384,0.003804,0.045924,0.002998,4.932732
1417534265656052,1417534265654075,-1977,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011246,5735838.285104,619996.828690,-111.011246,30U,-0.001658,-0.002966,0.004115,0.045908,0.003008,4.932729
1417534265718542,1417534265714075,-4467,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010987,5735838.285017,619996.828509,-111.010987,30U,-0.000987,-0.003165,0.004275,0.045919,0.003019,4.932726
1417534266031002,1417534266034077,3075,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009690,5735838.284519,619996.827393,-111.009690,30U,-0.002058,-0.003714,0.004131,0.045935,0.003009,4.932713
1417534266093492,1417534266094077,585,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009446,5735838.284394,619996.827168,-111.009446,30U,-0.001855,-0.003840,0.003928,0.045926,0.003006,4.932714
1417534266155983,1417534266154078,-1905,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009207,5735838.284277,619996.826939,-111.009207,30U,-0.001809,-0.003879,0.004125,0.045923,0.003003,4.932715
1417534266218473,1417534266214078,-4395,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.008951,5735838.284162,619996.826705,-111.008951,30U,-0.002002,-0.003806,0.004378,0.045932,0.003004,4.932719
1417534266530933,1417534266534080,3147,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.011110,5735838.284915,619996.829285,-111.011110,30U,-0.002630,-0.003672,0.002948,0.045914,0.003036,4.931367
1417534266593423,1417534266594080,657,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010900,5735838.284761,619996.829062,-111.010900,30U,-0.002345,-0.003695,0.003762,0.045904,0.003046,4.931363
1417534266655913,1417534266654081,-1832,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010686,5735838.284644,619996.828837,-111.010686,30U,-0.001376,-0.004197,0.003033,0.045948,0.003043,4.931365
1417534266718403,1417534266714081,-4322,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.010567,5735838.284565,619996.828574,-111.010567,30U,-0.000978,-0.004509,0.001024,0.046019,0.003005,4.931366
1417534267030863,1417534267034083,3220,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009663,5735838.283369,619996.827407,-111.009663,30U,-0.003483,-0.007146,-0.000348,0.045907,0.003097,4.931379
1417534267093354,1417534267094083,729,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009729,5735838.283226,619996.826999,-111.009729,30U,-0.001343,-0.006431,-0.000848,0.045854,0.002999,4.931357
1417534267155844,1417534267154083,-1761,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009657,5735838.283130,619996.826687,-111.009657,30U,-0.002126,-0.003854,0.003626,0.045869,0.002941,4.931337
1417534267218348,1417534267214084,-4264,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.009305,5735838.282941,619996.826529,-111.009305,30U,-0.003788,-0.002177,0.007542,0.045901,0.002987,4.931355
1417534267530795,1417534267534086,3291,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.026163,5735838.294925,619996.822310,-111.026163,30U,-0.003707,-0.002326,0.006259,0.045938,0.002931,4.931342
1417534267593285,1417534267594086,801,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.025783,5735838.294708,619996.822222,-111.025783,30U,-0.003197,-0.001119,0.005742,0.046003,0.003008,4.931358
1417534267655774,1417534267654086,-1688,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.025483,5735838.294550,619996.822131,-111.025483,30U,-0.002358,-0.002360,0.004443,0.046068,0.003060,4.931354
1417534267718265,1417534267714087,-4178,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.025231,5735838.294379,619996.821936,-111.025231,30U,-0.003733,-0.004248,0.004192,0.046110,0.003051,4.931335
1417534268030725,1417534268034089,3364,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.023991,5735838.292414,619996.820326,-111.023991,30U,-0.002073,-0.004353,0.004255,0.045882,0.003007,4.931351
1417534268093215,1417534268094089,874,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.023674,5735838.292275,619996.820080,-111.023674,30U,-0.002699,-0.004103,0.005563,0.045934,0.002998,4.931346
1417534268155702,1417534268154089,-1613,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.023377,5735838.292049,619996.819803,-111.023377,30U,-0.004297,-0.005069,0.004005,0.046073,0.003012,4.931355
1417534268530652,1417534268534091,3439,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.039741,5735838.302884,619996.816486,-111.039741,30U,-0.004448,-0.005386,0.004352,0.046009,0.003027,4.931359
1417534268593142,1417534268594092,950,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.039507,5735838.302619,619996.816153,-111.039507,30U,-0.004331,-0.005865,0.003691,0.046049,0.003023,4.931357
1417534268718130,1417534268714092,-4038,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.038931,5735838.301903,619996.815487,-111.038931,30U,-0.007309,-0.005505,0.006188,0.046082,0.002987,4.931349
1417534269093075,1417534269094095,1020,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.036866,5735838.299306,619996.813508,-111.036866,30U,-0.006836,-0.005388,0.005180,0.046046,0.002996,4.931359
1417534269155565,1417534269154095,-1470,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.036544,5735838.298900,619996.813208,-111.036544,30U,-0.006546,-0.005193,0.005268,0.045985,0.002985,4.931356
1417534269218054,1417534269214095,-3959,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.042342,5735838.306060,619996.818587,-111.042342,30U,-0.005352,-0.005012,0.003642,0.045994,0.002996,4.930804
1417534269530512,1417534269534097,3585,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.040815,5735838.304344,619996.817157,-111.040815,30U,-0.006416,-0.006453,0.004397,0.045898,0.003069,4.930800
1417534269593002,1417534269594098,1096,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.040605,5735838.304004,619996.816757,-111.040605,30U,-0.004541,-0.006822,0.003130,0.045882,0.003021,4.930809
1417534269655492,1417534269654098,-1394,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.040373,5735838.303784,619996.816383,-111.040373,30U,-0.002666,-0.005590,0.004895,0.045888,0.002978,4.930785
1417534270092940,1417534270094100,1160,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.038160,5735838.301646,619996.814197,-111.038160,30U,-0.005828,-0.004162,0.006094,0.045892,0.002991,4.930791
1417534270155429,1417534270154101,-1328,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.037809,5735838.301325,619996.813944,-111.037809,30U,-0.004559,-0.004708,0.004965,0.045907,0.003016,4.930809
1417534270217919,1417534270214101,-3818,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.044349,5735838.307376,619996.817951,-111.044349,30U,-0.002145,-0.004852,0.001448,0.045999,0.002998,4.930409
1417534270530377,1417534270534103,3726,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043284,5735838.305991,619996.816603,-111.043284,30U,-0.002985,-0.005717,0.000472,0.045911,0.003038,4.930223
1417534270592868,1417534270594103,1235,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043214,5735838.305870,619996.816297,-111.043214,30U,-0.001223,-0.004442,0.002142,0.045955,0.003002,4.930197
1417534270717858,1417534270714104,-3754,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.042734,5735838.305609,619996.815854,-111.042734,30U,-0.003732,-0.003873,0.004346,0.046078,0.003023,4.930220
1417534271092807,1417534271094106,1299,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.041570,5735838.304218,619996.814159,-111.041570,30U,-0.001507,-0.003500,0.002801,0.045982,0.003029,4.930225
1417534271155295,1417534271154107,-1188,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.041459,5735838.304116,619996.813936,-111.041459,30U,-0.002109,-0.004265,0.001125,0.046030,0.003029,4.930205
1417534271217788,1417534271214107,-3681,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.044550,5735838.305598,619996.817232,-111.044550,30U,-0.003963,-0.004512,0.000878,0.046016,0.003011,4.930057
1417534271530246,1417534271534109,3863,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043916,5735838.304221,619996.816025,-111.043916,30U,-0.004197,-0.003882,0.002526,0.045937,0.003027,4.930078
1417534271592732,1417534271594109,1377,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043800,5735838.303967,619996.815786,-111.043800,30U,-0.003716,-0.004094,0.001263,0.046013,0.003010,4.930099
1417534271655223,1417534271654110,-1113,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043750,5735838.303766,619996.815551,-111.043750,30U,-0.003118,-0.003721,0.000960,0.046015,0.002983,4.930081
1417534272092673,1417534272094112,1439,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043290,5735838.301647,619996.814241,-111.043290,30U,-0.005781,-0.002323,0.000690,0.045972,0.002987,4.930072
1417534272155165,1417534272154112,-1053,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043241,5735838.301271,619996.814101,-111.043241,30U,-0.006157,-0.002665,0.000340,0.046016,0.003004,4.930086
1417534272217657,1417534272214113,-3544,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043224,5735838.300921,619996.813944,-111.043224,30U,-0.005427,-0.002873,0.000456,0.045985,0.003009,4.930072
1417534272530116,1417534272534115,3999,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.044522,5735838.307297,619996.812471,-111.044522,30U,-0.004019,-0.015088,0.005037,0.045903,0.003118,4.938170
1417534272592606,1417534272594115,1509,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.044138,5735838.307051,619996.811183,-111.044138,30U,-0.002438,-0.028240,0.006878,0.045762,0.003352,4.938436
1417534272655096,1417534272654115,-981,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043804,5735838.306986,619996.809124,-111.043804,30U,0.002453,-0.040494,0.003841,0.045646,0.003549,4.938737
1417534272717584,1417534272714116,-3468,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043656,5735838.307241,619996.806261,-111.043656,30U,0.008134,-0.055041,0.001839,0.045547,0.003661,4.939017
1417534273030044,1417534273034118,4074,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043787,5735838.311107,619996.776541,-111.043787,30U,0.021990,-0.128740,-0.000019,0.045696,0.004092,4.942659
1417534273092548,1417534273094118,1570,INS_ALIGNMENT_COMPLETE,51.760564,-1.261262,111.043760,5735838.312344,619996.768421,-111.043760,30U,0.025522,-0.140845,0.000824,0.045738,0.004185,4.943566
1417534273155024,1417534273154118,-906,INS_ALIGNMENT_COMPLETE,51.760564,-1.261263,111.043741,5735838.313729,619996.759587,-111.043741,30U,0.027720,-0.152841,-0.000200,0.045765,0.004286,4.944541
1417534273529975,1417534273534120,4145,INS_ALIGNMENT_COMPLETE,51.760565,-1.261264,111.062278,5735838.344340,619996.683954,-111.062278,30U,0.046438,-0.231467,0.000606,0.046169,0.004978,4.952918
1417534273592466,1417534273594121,1655,INS_ALIGNMENT_COMPLETE,51.760565,-1.261264,111.062310,5735838.346813,619996.669628,-111.062310,30U,0.047444,-0.244279,-0.002059,0.046166,0.005178,4.954519
1417534273717455,1417534273714121,-3334,INS_ALIGNMENT_COMPLETE,51.760565,-1.261264,111.062777,5735838.352020,619996.638544,-111.062777,30U,0.053174,-0.271521,-0.004051,0.046122,0.005413,4.957994
1417534274029905,1417534274034123,4218,INS_ALIGNMENT_COMPLETE,51.760565,-1.261266,111.063918,5735838.371241,619996.540441,-111.063918,30U,0.077090,-0.339420,-0.004726,0.046207,0.006066,4.967962
1417534274154895,1417534274154124,-771,INS_ALIGNMENT_COMPLETE,51.760565,-1.261266,111.064328,5735838.379735,619996.498010,-111.064328,30U,0.081642,-0.364044,-0.002402,0.046278,0.006373,4.972199
1417534274217387,1417534274214124,-3263,INS_ALIGNMENT_COMPLETE,51.760565,-1.261267,111.064497,5735838.384220,619996.475653,-111.064497,30U,0.086404,-0.378783,-0.002070,0.046198,0.006589,4.974360
1417534274592336,1417534274594127,1791,INS_ALIGNMENT_COMPLETE,51.760572,-1.261270,112.250379,5735839.143269,619996.258051,-112.250379,30U,0.168867,-0.627356,0.003850,0.046404,0.010237,4.990322
1417534274654826,1417534274654127,-699,INS_ALIGNMENT_COMPLETE,51.760572,-1.261270,112.250188,5735839.152862,619996.218748,-112.250188,30U,0.181463,-0.674831,0.002728,0.046409,0.010680,4.993006
1417534274717316,1417534274714127,-3189,INS_ALIGNMENT_COMPLETE,51.760572,-1.261271,112.249994,5735839.163072,619996.176613,-112.249994,30U,0.192035,-0.721308,0.004778,0.046394,0.011077,4.995890
1417534275029776,1417534275034129,4353,INS_ALIGNMENT_COMPLETE,51.760573,-1.261275,112.247333,5735839.232753,619995.905357,-112.247333,30U,0.287066,-0.963343,0.007850,0.049033,0.014284,5.013168
1417534275092266,1417534275094129,1863,INS_ALIGNMENT_COMPLETE,51.760573,-1.261275,112.246949,5735839.249106,619995.845808,-112.246949,30U,0.304973,-1.008047,0.005200,0.050007,0.014722,5.016337
1417534275154757,1417534275154130,-627,INS_ALIGNMENT_COMPLETE,51.760573,-1.261276,112.246795,5735839.266417,619995.783625,-112.246795,30U,0.320551,-1.050816,-0.000044,0.050586,0.015062,5.019374
1417534275217248,1417534275214130,-3118,INS_ALIGNMENT_COMPLETE,51.760573,-1.261277,112.246938,5735839.284582,619995.718882,-112.246938,30U,0.336883,-1.092333,-0.004383,0.051357,0.015288,5.022201
1417534275529715,1417534275534132,4417,INS_ALIGNMENT_COMPLETE,51.760577,-1.261283,112.776805,5735839.640190,619995.349683,-112.776805,30U,0.410872,-1.318996,-0.004280,0.052985,0.016539,5.034583
1417534275592215,1417534275594132,1917,INS_ALIGNMENT_COMPLETE,51.760577,-1.261284,112.777335,5735839.663423,619995.268927,-112.777335,30U,0.429719,-1.352952,-0.013326,0.052410,0.016644,5.036973
1417534275654705,1417534275654133,-572,INS_ALIGNMENT_COMPLETE,51.760577,-1.261285,112.778363,5735839.687982,619995.186212,-112.778363,30U,0.454234,-1.384305,-0.019579,0.052052,0.016722,5.038920
1417534275717206,1417534275714133,-3073,INS_ALIGNMENT_COMPLETE,51.760577,-1.261286,112.779629,5735839.713822,619995.101600,-112.779629,30U,0.472909,-1.415742,-0.022021,0.051727,0.016896,5.040627
1417534276029690,1417534276034135,4445,INS_ALIGNMENT_COMPLETE,51.760579,-1.261293,112.788811,5735839.862720,619994.614843,-112.788811,30U,0.551497,-1.602779,-0.029615,0.048099,0.015858,5.053667
1417534276092182,1417534276094135,1953,INS_ALIGNMENT_COMPLETE,51.760579,-1.261295,112.790595,5735839.894020,619994.516855,-112.790595,30U,0.568838,-1.639543,-0.029816,0.047259,0.015696,5.056312
